Station: Payerne,,,,,,,,,,,
Rural, < 1000 m,,,,,,,,,,
Hourly means, PREC: Hourly sums,,,,,,,,,,
MEZ/CET,,,,,,,,,,,
Source: NABEL/MeteoSchweiz,,,,,,,,,,,
Date/time,O3 [ug/m3],NO2 [ug/m3],SO2 [ug/m3],CO [mg/m3],PM10 [ug/m3],PM2.5 [ug/m3],EC [ug/m3],NOX [ug/m3 eq. NO2],TEMP [C],PREC [mm],RAD [W/m2]
01.01.2019 00:00,17.2,19.3,0.6,0.28,19.6,16.1,0.8,19.4,4.7,0,0
01.01.2019 01:00,19.7,15.3,0.5,0.25,17,14.2,0.7,15.4,4.7,0,0
01.01.2019 02:00,31.2,11.2,0.5,0.22,14.7,12,0.4,11.3,4.9,0,0
01.01.2019 03:00,40,7.5,0.4,0.18,10.5,8.9,0.2,7.6,4.9,0,0
01.01.2019 04:00,40.8,7.2,0.4,0.18,9.7,8.4,0.2,7.3,4.7,0,0
01.01.2019 05:00,40,7.5,0.3,0.18,11.5,9.9,0.2,7.5,4.5,0,0
01.01.2019 06:00,38.3,7.9,0.4,0.18,11.4,9.7,0.2,8,4.4,0,0
01.01.2019 07:00,37.6,9.1,0.5,0.17,9.7,8.2,0.2,9.2,4.3,0,0
01.01.2019 08:00,43.5,7,0.3,0.17,10.6,9.2,0.2,7,4.2,0,0
01.01.2019 09:00,45.7,6.8,0.3,0.17,10.7,9.2,0.2,6.9,4.2,0,0.3
01.01.2019 10:00,46.8,7.1,0.3,0.17,11.3,9.7,0.2,7.2,4.1,0,11.8
01.01.2019 11:00,46.7,7.3,0.3,0.17,11.5,9.9,0.2,7.6,4,0,28.2
01.01.2019 12:00,45.8,6.4,0.2,0.17,10.6,9.1,0.2,6.8,4.2,0,74.3
01.01.2019 13:00,46.9,6,0.2,0.16,8.9,7.6,0.1,6.4,4.2,0,79.7
01.01.2019 14:00,46.2,6,0.2,0.16,8,6.8,0.2,6.5,4.2,0,87.5
01.01.2019 15:00,44.6,6.2,0.2,0.16,8.1,6.9,0.2,6.6,4.1,0,60.3
01.01.2019 16:00,43,6.5,0.2,0.17,8,6.7,0.2,6.8,4.5,0,39.7
01.01.2019 17:00,44.9,7.2,0.1,0.16,7.6,6.2,0.2,7.3,4.5,0,7
01.01.2019 18:00,44,8,0.2,0.17,7.4,6.3,0.2,8.2,4.4,0,0
01.01.2019 19:00,39.1,8.8,0.2,0.21,8.4,6.9,0.2,8.9,4.2,0,0
01.01.2019 20:00,34.2,10.8,0.2,0.21,9.8,8.2,0.3,10.9,4,0,0
01.01.2019 21:00,32.9,8.6,0.2,0.24,9.4,7.9,0.3,8.7,4,0,0
01.01.2019 22:00,37.7,6.6,0.2,0.19,7.7,6.3,0.2,6.7,4.2,0,0
01.01.2019 23:00,31.9,7.9,0.2,0.26,9.3,7.7,0.3,8,3.6,0,0
02.01.2019 00:00,32.2,8.4,0.2,0.19,8.1,6.4,0.2,8.5,2.4,0,0
02.01.2019 01:00,32.7,6.6,0.2,0.18,8.8,6.5,0.2,6.6,1.8,0,0
02.01.2019 02:00,33.3,5.2,0.2,0.17,7.5,5.3,0.1,5.2,1.7,0,0
02.01.2019 03:00,33,5.2,0.2,0.16,6.6,4.8,0.1,5.3,2.1,0,0
02.01.2019 04:00,26.1,7.1,0.2,0.17,7.1,5.1,0.2,7.2,1.9,0,0
02.01.2019 05:00,24.9,7.5,0.2,0.17,7.9,5.5,0.2,7.7,1.7,0,0
02.01.2019 06:00,39.5,5.3,0.2,0.16,5.8,4.1,0.1,5.4,2.2,0,0
02.01.2019 07:00,31.9,7.1,0.2,0.16,5.4,3.9,0.1,7.2,1.7,0,0
02.01.2019 08:00,40.1,9.8,0.5,0.16,4.5,3.3,0.1,9.9,2.1,0,0
02.01.2019 09:00,64.2,6.3,0.3,0.15,3.4,2.2,0.1,6.4,2.3,0,1
02.01.2019 10:00,62.2,4.5,0.2,0.15,4.1,2.3,0.1,4.6,2.3,0,24.2
02.01.2019 11:00,68.8,4,0.1,0.15,5.3,2.7,0.1,4.3,2.6,0,90
02.01.2019 12:00,76.1,3,0.1,0.14,7.7,3.6,0.1,3.4,2.7,0,136
02.01.2019 13:00,79.8,2.2,0.1,0.15,8.4,3.8,0.1,2.6,3.6,0,365.5
02.01.2019 14:00,76.5,3.2,0.1,0.15,8.1,3.6,0.1,3.6,3.5,0,126.7
02.01.2019 15:00,76.2,3,0.2,0.15,8,3.8,0.1,3.3,3.8,0,213.2
02.01.2019 16:00,71.5,4.7,0.2,0.16,9.1,4.3,0.1,5,3,0,60.5
02.01.2019 17:00,68.5,6.1,0.2,0.16,9.9,4.8,0.2,6.2,2.5,0,13
02.01.2019 18:00,57.4,14.1,0.6,0.2,11.1,5.5,0.5,14.2,2,0,0
02.01.2019 19:00,44.8,21.7,0.5,0.21,11.9,5.8,0.4,21.8,1.6,0,0
02.01.2019 20:00,38.1,23.3,0.5,0.4,17.7,7.6,0.5,24.1,1.1,0,0
02.01.2019 21:00,43.7,17,0.4,0.33,12,6.7,0.4,17.1,0.1,0,0
02.01.2019 22:00,43.3,12.9,0.2,0.39,9.9,5.7,0.3,13,-0.5,0,0
02.01.2019 23:00,33.7,16.3,0.3,0.36,10.5,6.4,0.4,16.5,-1,0,0
03.01.2019 00:00,47.9,9.3,0.3,0.27,10.7,6.3,0.3,9.4,-0.1,0,0
03.01.2019 01:00,56.8,6.5,0.2,0.18,9.5,5.5,0.2,6.6,-0.4,0,0
03.01.2019 02:00,55.7,7.5,0.3,0.18,10.1,5.6,0.2,7.6,-0.7,0,0
03.01.2019 03:00,53.3,7.4,0.3,0.18,10.2,5.6,0.2,7.4,-0.8,0,0
03.01.2019 04:00,52.1,8.2,0.3,0.18,11.5,6,0.2,8.3,-1,0,0
03.01.2019 05:00,49.2,9.5,0.3,0.18,11.3,6.3,0.2,9.6,-1.3,0,0
03.01.2019 06:00,48.1,9.3,0.4,0.18,11.8,6.6,0.2,9.4,-1.6,0,0
03.01.2019 07:00,48.3,8.5,0.3,0.18,11.6,6.7,0.2,8.6,-1.5,0,0
03.01.2019 08:00,50.6,8.2,0.2,0.17,10.2,5.8,0.2,8.3,-2,0,0
03.01.2019 09:00,47,11.4,0.3,0.19,11.3,6.1,0.3,12,-2.4,0,7.3
03.01.2019 10:00,,,,,12.3,7,0.3,,-1.6,0,122.7
03.01.2019 11:00,,,,,11.4,6,0.3,,-0.5,0,242.2
03.01.2019 12:00,66.5,4.5,0.3,,13.2,6.7,0.6,5.9,0.5,0,322.5
03.01.2019 13:00,65.8,4.5,0.3,0.17,11.9,6.7,0.2,5.9,0.9,0,355
03.01.2019 14:00,67,4.8,0.3,,10.4,5.7,0.1,6.1,1.5,0,334.3
03.01.2019 15:00,69.3,4.4,0.2,0.16,9.1,5.1,0.1,5.4,1.6,0,264
03.01.2019 16:00,68.7,5.2,0.2,0.17,7.1,3.8,0.1,6,1.4,0,155.2
03.01.2019 17:00,67,6.6,0.2,0.17,6.6,3.4,0.1,7,0.9,0,33.5
03.01.2019 18:00,65.6,6.7,0.2,0.17,6.2,2.8,0.1,6.8,0.1,0,0
03.01.2019 19:00,61.7,8.6,0.2,0.18,7,3.5,0.2,8.7,-0.5,0,0
03.01.2019 20:00,57.1,9.6,0.3,0.19,8.9,4.5,0.2,9.7,-0.7,0,0
03.01.2019 21:00,49.5,12.4,0.3,0.23,10.3,5.9,0.3,12.5,-1.3,0,0
03.01.2019 22:00,56.2,10,0.3,0.19,10.5,5.7,0.3,10.1,-0.9,0,0
03.01.2019 23:00,52.2,11.8,0.3,0.2,9.7,5.6,0.3,11.9,-1.4,0,0
04.01.2019 00:00,52,10.5,0.3,0.2,10.2,6.2,0.3,10.6,-1.7,0,0
04.01.2019 01:00,44.9,13.8,0.4,0.21,11.6,6.8,0.3,13.9,-1.9,0,0
04.01.2019 02:00,46.9,12.3,0.5,0.21,9.5,5.9,0.3,12.4,-1.9,0,0
04.01.2019 03:00,46.6,10.7,0.4,0.2,9.9,6,0.3,10.8,-2.2,0,0
04.01.2019 04:00,53.2,8,0.3,0.19,9.1,5.4,0.2,8.1,-2,0,0
04.01.2019 05:00,51.1,9.1,0.4,0.19,9,5.4,0.2,9.2,-2.2,0,0
04.01.2019 06:00,54.9,8.1,0.5,0.19,8.9,5.5,0.2,8.2,-2,0,0
04.01.2019 07:00,47.4,10.5,0.5,0.19,9.3,6,0.2,10.7,-2.6,0,0
04.01.2019 08:00,43.9,12.7,0.5,0.23,12.3,7.8,0.3,12.8,-2.5,0,0
04.01.2019 09:00,45.3,12.5,0.5,0.2,13.2,8.5,0.3,12.9,-2.1,0,16.3
04.01.2019 10:00,47.9,12.4,0.5,0.21,14.2,9.2,0.3,14.4,-0.9,0,132.3
04.01.2019 11:00,47.3,13.1,0.5,0.22,15.4,9.2,0.4,17.3,-0.1,0,241.2
04.01.2019 12:00,52.4,11.9,0.5,0.21,15.2,9,0.3,16.4,0.9,0,318.2
04.01.2019 13:00,63.3,8,0.5,0.18,12.7,7,0.2,10.3,2,0,349
04.01.2019 14:00,63.7,7.7,0.4,0.19,10.5,6.8,0.2,9.8,2.7,0,334.3
04.01.2019 15:00,63.1,9.2,0.4,0.19,11.1,6.9,0.2,11.4,2.9,0,259
04.01.2019 16:00,66.9,9,0.4,0.18,9,5.3,0.2,10.3,2.9,0,173.2
04.01.2019 17:00,61.5,13.3,0.4,0.19,8.7,4.9,0.2,13.7,2.1,0,44.3
04.01.2019 18:00,47.9,21.6,0.4,0.27,11.6,6.1,0.3,21.8,0.5,0,0
04.01.2019 19:00,29.3,33.3,0.3,0.29,13.8,7.8,0.5,33.9,-0.6,0,0
04.01.2019 20:00,33.8,24.3,0.3,0.25,18.5,9.7,0.5,24.6,-0.9,0,0
04.01.2019 21:00,26,25.1,0.5,0.39,17.7,10,0.6,25.4,-1,0,0
04.01.2019 22:00,28.2,23.3,0.4,0.27,15.9,10,0.5,23.6,-0.9,0,0
04.01.2019 23:00,17.5,27.6,0.5,0.43,17,10.5,0.7,28.3,-1.3,0,0
05.01.2019 00:00,18.9,26.1,0.4,0.29,18.2,11.2,0.8,26.6,-1.2,0,0
05.01.2019 01:00,18.5,22.8,0.4,0.29,17,11.2,0.7,23.1,-1,0,0
05.01.2019 02:00,24.4,20.5,0.3,0.3,16.6,11,0.6,20.7,-1.1,0,0
05.01.2019 03:00,27.6,17.5,0.5,0.28,16.5,11.1,0.5,17.7,-1.9,0,0
05.01.2019 04:00,18.1,19.4,0.4,0.26,17.9,11.8,0.5,19.5,-2.4,0,0
05.01.2019 05:00,17.6,16.2,0.3,0.26,16.4,11.5,0.5,16.3,-3.6,0,0
05.01.2019 06:00,20.6,18.6,0.4,0.25,16.2,11.1,0.5,18.8,-3.2,0,0
05.01.2019 07:00,16.3,18.6,0.3,0.25,16.2,11.4,0.5,19,-3.7,0,0
05.01.2019 08:00,10.6,24.2,0.3,0.27,18.8,13.2,0.7,26.2,-3.4,0,0
05.01.2019 09:00,17.4,19.8,0.3,0.26,20.2,14.3,0.6,20.9,-2.4,0,3.7
05.01.2019 10:00,19.5,21.5,0.5,0.25,20.8,13.6,0.6,26.4,-1.4,0,49.5
05.01.2019 11:00,24.6,20.7,0.7,0.27,25.2,14,0.7,25.2,-0.9,0,61.8
05.01.2019 12:00,21.9,22,0.7,0.34,29.9,20.6,1.1,31.5,-0.7,0,116.2
05.01.2019 13:00,30.6,19.5,0.5,0.24,21.6,13.1,0.6,24.4,0.1,0,92
05.01.2019 14:00,31.4,21.5,0.5,0.26,18.2,11.4,0.5,24.5,0.3,0,51
05.01.2019 15:00,27,22.8,0.7,0.28,21.4,13.7,0.7,27.2,0.4,0,64.5
05.01.2019 16:00,31.1,22.3,0.7,0.26,17.6,11.6,0.6,24.4,0.5,0,31.5
05.01.2019 17:00,29.9,23.9,0.6,0.29,16.9,11.5,0.6,25,0.6,0,7.5
05.01.2019 18:00,31.6,22.7,0.5,0.29,16.4,11.4,0.6,23,0.6,0,0
05.01.2019 19:00,19.9,29.3,0.5,0.28,17.2,11.9,0.7,30,0.6,0,0
05.01.2019 20:00,28.9,22.1,0.5,0.26,19,13.2,0.7,22.3,0.6,0,0
05.01.2019 21:00,23.1,22.6,0.4,0.25,18.3,10.8,0.5,22.8,0.8,0,0
05.01.2019 22:00,18,27.1,0.5,0.26,30.2,13.1,0.6,27.3,0.6,0,0
05.01.2019 23:00,19.2,21.8,0.4,0.25,23.5,10,0.5,22.3,0.3,0,0
06.01.2019 00:00,18.6,20.6,0.4,0.24,18.3,8.8,0.5,20.9,0.5,0,0
06.01.2019 01:00,14.9,21.7,0.4,0.25,14,8.3,0.5,22.3,0.6,0,0
06.01.2019 02:00,21.9,17.2,0.4,0.22,10.5,7,0.4,17.4,1,0,0
06.01.2019 03:00,25,12.4,0.3,0.2,7.4,4.9,0.3,12.5,0.7,0,0
06.01.2019 04:00,25.2,10.2,0.3,0.21,6.4,4.3,0.2,10.3,-0.5,0,0
06.01.2019 05:00,23.8,10.2,0.3,0.2,4.9,3.5,0.2,10.3,-0.1,0,0
06.01.2019 06:00,22.8,10,0.3,0.18,5.1,3.3,0.2,10.1,0.4,0,0
06.01.2019 07:00,25,10.7,0.4,0.18,5.4,3.4,0.2,10.8,0.8,0,0
06.01.2019 08:00,21.3,10.8,0.3,0.19,5.2,3.3,0.2,10.9,0.7,0,0
06.01.2019 09:00,19.7,11.6,0.4,0.19,4.7,3.2,0.2,11.9,0.5,0,3.3
06.01.2019 10:00,19,12.8,0.3,0.2,6,3.9,0.3,15.8,0.9,0,31.2
06.01.2019 11:00,20.2,13.3,0.4,0.2,7.2,4.7,0.3,17.9,1.9,0,95.2
06.01.2019 12:00,26.7,10.9,0.5,0.2,6.6,4.3,0.3,16.7,3.4,0,214
06.01.2019 13:00,45.1,7.3,0.6,0.19,5.1,3.4,0.2,9,4.2,0,177.8
06.01.2019 14:00,44.2,7.8,0.7,0.2,5.7,3.9,0.2,9.2,4.2,0,145.3
06.01.2019 15:00,45.3,7.4,0.7,0.18,6.5,4.1,0.2,8.5,4.2,0,114
06.01.2019 16:00,52.9,6.9,0.5,0.17,4.3,2.8,0.1,7.4,4.1,0,58
06.01.2019 17:00,51,7.9,0.7,0.18,5.1,3.2,0.2,8,3.8,0,10.8
06.01.2019 18:00,51.5,9.9,0.6,0.18,4.5,3,0.2,10,3.3,0,0
06.01.2019 19:00,41.4,13.9,0.6,0.24,6.2,4,0.5,14.2,2.3,0,0
06.01.2019 20:00,30.3,19.9,0.5,0.38,14.5,7.4,0.6,20,1.1,0,0
06.01.2019 21:00,28.8,16.8,0.4,0.3,10.9,6.1,0.5,17,1.2,0,0
06.01.2019 22:00,15.5,27.1,1,0.47,12.1,8.3,0.9,30.1,1.1,0,0
06.01.2019 23:00,13.5,25,1,0.37,13.6,9.5,0.8,28,0.9,0,0
07.01.2019 00:00,28.8,15.3,0.7,0.29,12.9,8.9,0.5,15.4,1.7,0,0
07.01.2019 01:00,33.6,11.2,0.5,0.23,9.6,7.3,0.3,11.3,1.9,0,0
07.01.2019 02:00,35.9,9,0.5,0.21,8.6,6.9,0.3,9.1,1.4,0,0
07.01.2019 03:00,38,8.9,0.5,0.2,7.7,6,0.2,9,1.8,0,0
07.01.2019 04:00,31.2,11.9,0.7,0.21,8,6.3,0.3,12,1.7,0,0
07.01.2019 05:00,32.3,10.7,0.7,0.2,7.9,5.9,0.2,10.9,1.8,0,0
07.01.2019 06:00,30.4,10.7,0.6,0.2,8,6.3,0.2,10.8,1.8,0,0
07.01.2019 07:00,33.2,10.7,0.6,0.2,7,5.3,0.2,10.9,2,0,0
07.01.2019 08:00,18.5,21.9,0.8,0.25,8.6,6.5,0.4,22.5,1.8,0,0
07.01.2019 09:00,19.7,20.4,0.6,0.23,9.7,7.1,0.4,21.2,1.9,0,2.5
07.01.2019 10:00,19.3,20.6,0.8,0.25,10.7,7.5,0.4,23.1,2,0,22.7
07.01.2019 11:00,25.1,17.5,0.7,0.26,9.6,6.9,0.4,21,2.4,0,66.5
07.01.2019 12:00,40.2,10.1,0.6,0.2,6.2,4.6,0.2,11.9,2.8,0,101.7
07.01.2019 13:00,42,7.9,0.5,0.19,5.9,4.3,0.2,8.8,2.8,0,73.5
07.01.2019 14:00,44,8.4,0.4,0.19,5.7,3.9,0.2,9.1,2.9,0,56.7
07.01.2019 15:00,48.1,8.2,0.3,0.18,5.4,3.7,0.2,8.9,3.2,0,65.2
07.01.2019 16:00,44.7,11.3,0.5,0.2,6.2,4.1,0.3,12,3.2,0,32.8
07.01.2019 17:00,45.1,11.6,0.5,0.19,6.2,4.3,0.2,11.9,2.9,0,3.8
07.01.2019 18:00,48.6,13.3,0.6,0.2,5.2,3.4,0.2,13.5,2.5,0,0
07.01.2019 19:00,51.9,11.5,0.7,0.2,5.6,3.9,0.2,11.6,2.3,0,0
07.01.2019 20:00,49.8,10,0.5,0.18,5.6,4.1,0.2,10.1,1.9,0,0
07.01.2019 21:00,45.6,10.1,0.3,0.19,6.4,4.9,0.2,10.2,1.7,0,0
07.01.2019 22:00,39.8,12.6,0.3,0.2,8,5.9,0.3,12.7,1.6,0,0
07.01.2019 23:00,39.2,11.7,0.3,0.2,9,6.6,0.3,11.7,1.5,0,0
08.01.2019 00:00,45,7.7,0.3,0.18,9.1,6.6,0.2,7.8,1.4,0,0
08.01.2019 01:00,49.3,5.9,0.2,0.17,8.2,7.6,0.2,6,1.4,0,0
08.01.2019 02:00,49.8,6.7,0.3,0.17,10.1,8.7,0.2,6.7,1.4,0,0
08.01.2019 03:00,48.1,7.3,0.4,0.17,9.8,8.7,0.2,7.4,1.4,0,0
08.01.2019 04:00,43.8,8,0.3,0.17,9.9,8.8,0.2,8,1.6,0,0
08.01.2019 05:00,45.6,6.1,0.2,0.17,10.3,9.9,0.2,6.2,2,0,0
08.01.2019 06:00,41.8,8.6,0.2,0.18,11.7,11.3,0.2,8.7,2.1,0,0
08.01.2019 07:00,42,8,0.2,0.18,12.6,12,0.2,8.2,2.1,0,0
08.01.2019 08:00,37.8,10.2,0.2,0.19,14,12.9,0.3,10.6,2.2,0,0
08.01.2019 09:00,35.9,12.5,0.2,0.19,15.1,13.7,0.3,13,2.2,0,3.2
08.01.2019 10:00,37.7,12.4,0.2,0.19,15.5,13.2,0.3,13.6,2.5,0,48.2
08.01.2019 11:00,38.3,13,0.2,0.19,14.3,12.2,0.3,15.1,3,0,99.3
08.01.2019 12:00,41.6,12.6,0.2,0.19,11.4,10.3,0.3,14.2,3.5,0,82.7
08.01.2019 13:00,44.1,12.3,0.2,0.19,10.6,9,0.3,14,4,0,87.5
08.01.2019 14:00,45.7,11.4,0.2,0.18,9.5,8.2,0.2,12.8,4.4,0,86.7
08.01.2019 15:00,41.2,14.3,0.2,0.19,9.6,8.2,0.3,15.5,3.8,0.1,35
08.01.2019 16:00,41.9,13.9,0.2,0.19,8.8,6.9,0.3,14.8,3.6,0,24.7
08.01.2019 17:00,42.7,13.7,0.2,0.18,5,4,0.2,14.7,3.5,0,16.2
08.01.2019 18:00,39.2,15.7,0.2,0.19,7.4,4.7,0.2,16.2,3.2,0,0
08.01.2019 19:00,50.6,11.3,0.2,0.17,5.1,3.6,0.2,11.7,2.9,0.3,0
08.01.2019 20:00,44.8,11.8,0.2,0.18,5.5,4.5,0.2,11.9,2.5,0,0
08.01.2019 21:00,53.9,8.4,0.2,0.17,4.6,3.6,0.1,8.5,2.5,0,0
08.01.2019 22:00,40.4,12.7,0.2,0.18,6.8,4.9,0.2,12.8,2.2,0,0
08.01.2019 23:00,38.1,15.2,0.2,0.19,8.3,6.9,0.3,15.3,2.4,0,0
09.01.2019 00:00,55.8,7.4,0.2,0.16,4,3.6,0.2,7.5,2.4,0,0
09.01.2019 01:00,53.6,6.5,0.1,0.16,4.6,3.6,0.2,6.5,2.1,0,0
09.01.2019 02:00,55.9,5.8,0.2,0.15,3.6,2.6,0.1,5.8,1.9,0,0
09.01.2019 03:00,60.7,5.7,0.2,0.14,2.7,2,0.1,5.8,1.7,0.1,0
09.01.2019 04:00,60.2,4.6,0.1,0.14,2.7,2,0.1,4.6,1.7,0.2,0
09.01.2019 05:00,63.8,3.9,0.1,0.14,2.9,2,0.1,4,1.4,0,0
09.01.2019 06:00,64.3,5.8,0.1,0.14,2.4,1.8,0.1,5.9,1.1,0,0
09.01.2019 07:00,60.7,8.4,0.1,0.14,2.6,2,0.1,8.6,0.8,0.8,0
09.01.2019 08:00,56.7,11.4,0.1,0.15,2.6,1.7,0.1,11.8,0.8,0,0
09.01.2019 09:00,67.2,8.2,0.1,0.15,2,1.2,0.1,8.6,0.4,0.2,3.5
09.01.2019 10:00,68.6,5.9,0.1,0.14,2,0.9,0.1,6.5,0.5,0,55.5
09.01.2019 11:00,64.2,9.1,0.1,0.15,2.5,1.2,0.1,11.6,0.8,0,162.7
09.01.2019 12:00,64.3,8.8,0.1,0.16,3.7,1.7,0.1,10.8,1.3,0.2,142
09.01.2019 13:00,67.9,7.3,0.2,0.15,3.4,1.7,0.1,9,1.1,0,165.7
09.01.2019 14:00,70.4,5.8,0.2,0.15,2.3,1.5,0.1,6.8,1.8,0,195.7
09.01.2019 15:00,69.5,6.2,0.2,0.15,1.4,0.9,0.1,6.8,1.7,0.1,70.7
09.01.2019 16:00,66.6,7,0.2,0.15,2.5,1.4,0.1,7.6,2.1,0,73.8
09.01.2019 17:00,71.3,5.7,0.2,0.15,6.5,1.7,0.1,6,0.8,0.8,9
09.01.2019 18:00,65.9,10.7,0.1,0.19,1.6,1,0.1,10.9,-1.4,0,0
09.01.2019 19:00,52,19.2,0.1,0.18,3.1,1.7,0.2,19.5,-1.2,0,0
09.01.2019 20:00,52.3,16.6,0.3,0.18,2.5,1.9,0.3,16.8,-1.4,0.7,0
09.01.2019 21:00,46.4,17.7,0.1,0.18,3.7,2.6,0.3,17.8,-1.5,0,0
09.01.2019 22:00,46.3,14.2,0.2,0.2,5,3.9,0.3,14.3,-1.5,0,0
09.01.2019 23:00,33.7,18.6,0.3,0.25,7.4,6,0.5,18.8,-1.7,0,0
10.01.2019 00:00,35.1,15.2,0.2,0.25,7.8,6.8,0.5,15.3,-2.5,0,0
10.01.2019 01:00,34.7,14.2,0.2,0.22,8.3,6.9,0.4,14.4,-2.3,0,0
10.01.2019 02:00,39.6,9.9,0.2,0.2,6.4,5.4,0.3,10,-3.5,0,0
10.01.2019 03:00,39,11.4,0.2,0.2,6.5,5.4,0.2,11.6,-3.3,0,0
10.01.2019 04:00,28.4,14.7,0.5,0.21,7.5,6.3,0.3,14.9,-2.8,0,0
10.01.2019 05:00,19.3,23.5,1.5,0.23,8.7,7.4,0.4,24.6,-2.8,0,0
10.01.2019 06:00,32.5,14.7,0.5,0.21,9.1,7.7,0.3,14.8,-2.1,0,0
10.01.2019 07:00,41.7,13.3,0.5,0.2,9.5,8.1,0.2,13.4,-1.5,0,0
10.01.2019 08:00,45.1,12.8,0.4,0.18,9.6,8.1,0.2,12.9,-1.3,0,0
10.01.2019 09:00,47.6,11.9,0.4,0.18,9.5,7.8,0.2,12.4,-1.1,0,7.2
10.01.2019 10:00,50.8,10,0.4,0.18,8.3,6.6,0.2,11.2,-0.8,0,45
10.01.2019 11:00,51,9.1,0.3,0.18,9,6.9,0.2,11.1,-0.7,0,84.5
10.01.2019 12:00,54.7,6.8,0.3,0.18,7.7,6.2,0.2,10.3,0,0,325.2
10.01.2019 13:00,55.1,7.1,0.4,0.19,7.4,6,0.2,11.2,1,0,413.5
10.01.2019 14:00,53.8,7.9,0.4,0.18,6.2,5.1,0.1,11.1,1.2,0,326.3
10.01.2019 15:00,54,7,0.3,0.18,5.1,4.1,0.1,8.8,1.1,0,207.7
10.01.2019 16:00,51.3,8,0.3,0.18,4.9,4,0.1,9.3,0.5,0,92.8
10.01.2019 17:00,46.5,10.6,0.2,0.19,4.6,3.6,0.1,11.3,0,0,22.5
10.01.2019 18:00,43.4,12.5,0.2,0.2,5,4.2,0.2,12.6,-0.2,0,0
10.01.2019 19:00,41.6,12.6,0.2,0.2,5.9,5.1,0.2,12.7,-0.1,0,0
10.01.2019 20:00,41,12.4,0.2,0.2,7.2,6,0.2,12.5,-0.1,0,0
10.01.2019 21:00,41.7,11.6,0.2,0.2,8.7,7.4,0.2,11.7,-0.2,0,0
10.01.2019 22:00,40.9,11.6,0.2,0.21,9.3,7.9,0.2,11.7,-0.3,0,0
10.01.2019 23:00,40.3,11.6,0.2,0.21,10,8.5,0.2,11.6,-0.3,0,0
11.01.2019 00:00,38.1,12.4,0.2,0.22,10.5,9.1,0.3,12.4,-0.5,0,0
11.01.2019 01:00,35.7,12.7,0.2,0.22,12.1,10,0.3,12.8,-1,0,0
11.01.2019 02:00,36.2,13.5,0.3,0.22,12.3,10.1,0.3,13.6,-0.9,0,0
11.01.2019 03:00,38.7,11.9,0.3,0.21,11.8,9.8,0.3,12,-0.9,0,0
11.01.2019 04:00,34.4,13.6,0.4,0.22,12.5,10.4,0.3,13.7,-1.3,0,0
11.01.2019 05:00,32.7,14.4,0.4,0.22,13.1,10.7,0.3,14.5,-1.5,0,0
11.01.2019 06:00,31,15.6,0.4,0.23,13.5,11,0.3,15.7,-1.7,0,0
11.01.2019 07:00,34.8,14.5,0.4,0.22,12.6,10.2,0.3,14.6,-1.6,0,0
11.01.2019 08:00,36.1,15.3,0.4,0.22,12.2,10,0.3,15.4,-1.5,0,0
11.01.2019 09:00,36.2,15.4,0.4,0.22,12.7,10.2,0.3,16,-2,0,13.2
11.01.2019 10:00,31.3,20.1,0.4,0.26,17.6,13.6,0.5,26,-1.9,0,90
11.01.2019 11:00,41.5,13.1,0.4,0.23,14.6,11.4,0.4,17.6,-0.8,0,213.3
11.01.2019 12:00,47.1,10.2,0.4,0.22,13.7,11,0.3,13.8,0.1,0,347
11.01.2019 13:00,45.6,12.3,0.5,0.22,14.4,11.2,0.3,16.1,0.2,0,234
11.01.2019 14:00,45.1,13.2,0.5,0.22,14.6,11.5,0.3,16.3,0.5,0,184.5
11.01.2019 15:00,46.8,13.2,0.5,0.22,14.5,11,0.3,15.6,0.7,0,143.8
11.01.2019 16:00,43.8,15.8,0.5,0.23,14.9,11.2,0.3,17.5,0.7,0,80.5
11.01.2019 17:00,37,21.7,0.6,0.26,17.8,12.3,0.5,22.6,0.4,0,11.3
11.01.2019 18:00,32.5,25.3,0.8,0.26,18.7,13,0.5,25.7,0.2,0,0
11.01.2019 19:00,32,24.9,0.6,0.26,17.3,12.4,0.5,25.2,-0.1,0,0
11.01.2019 20:00,59,10.6,0.3,0.19,9.4,7,0.2,10.7,-0.8,0,0
11.01.2019 21:00,60.1,10.7,0.3,0.18,6.9,5.4,0.1,10.7,-1.2,0,0
11.01.2019 22:00,54.9,11.2,0.3,0.2,8.7,7.1,0.2,11.3,-1,0.2,0
11.01.2019 23:00,46.2,13.1,0.3,0.21,11.7,9.6,0.3,13.2,-1.1,0,0
12.01.2019 00:00,39.3,18.3,0.3,0.23,14.2,11.6,0.3,18.3,-0.9,0,0
12.01.2019 01:00,33.6,20.8,0.3,0.24,18.5,13.5,0.4,20.9,-0.7,0,0
12.01.2019 02:00,29.9,22.2,0.2,0.24,19.9,14.8,0.4,22.3,-0.7,0,0
12.01.2019 03:00,28.7,21.2,0.3,0.24,20.1,14.9,0.4,21.3,-0.6,0,0
12.01.2019 04:00,29.7,22.1,0.3,0.23,19.2,14.6,0.4,22.1,-0.5,0,0
12.01.2019 05:00,25.3,23.6,0.3,0.23,20.3,15.5,0.4,23.7,-0.5,0,0
12.01.2019 06:00,23.6,25.2,0.3,0.23,20.5,15.8,0.4,25.3,-0.4,0,0
12.01.2019 07:00,19.4,26.8,0.3,0.24,19.9,15.4,0.4,26.9,-0.5,0,0
