Station: Sion-Aéroport-A9,,,,,,,,
Rural, motorway,,,,,,,
Hourly means, PREC: Hourly sums,,,,,,,
MEZ/CET,,,,,,,,
Source: NABEL/MeteoSchweiz,,,,,,,,
Date/time,O3 [ug/m3],NO2 [ug/m3],PM10 [ug/m3],PM2.5 [ug/m3],NOX [ug/m3 eq. NO2],TEMP [C],PREC [mm],RAD [W/m2]
01.01.2019 00:00,1.3,39.1,27.3,,83.8,-0.3,0,0
01.01.2019 01:00,1.5,35.8,37.4,23.4,76.8,-1,0,0
01.01.2019 02:00,1.3,37.4,53.1,33.3,95.2,-1.1,0,0
01.01.2019 03:00,1.2,37.3,53.4,33.2,99.8,-1.2,0,0
01.01.2019 04:00,1.1,39.3,54.5,34.1,117.2,-1.5,0,0
01.01.2019 05:00,1,34.5,50.3,31.4,91.4,-2.1,0,0
01.01.2019 06:00,0.7,30.5,45.4,28.1,69.6,-1.3,0,0
01.01.2019 07:00,0.7,30.1,38,23.8,56.8,-0.9,0,0
01.01.2019 08:00,0.6,31.6,34.6,21.6,65.5,-1.1,0,0
01.01.2019 09:00,1.6,35.1,33.5,20.8,80.8,-2,0,10.7
01.01.2019 10:00,3.3,37.2,32.6,20.1,109.7,-1.9,0,41.8
01.01.2019 11:00,6.4,37,31.4,19.3,99.9,-1.1,0,44.3
01.01.2019 12:00,10.5,37.7,30.7,18.8,99.4,0.7,0,277.5
01.01.2019 13:00,21.1,27,31.9,15.9,63.6,2.8,0,357.7
01.01.2019 14:00,29.8,20.9,38.9,14.6,43.9,3.9,0,333.7
01.01.2019 15:00,33.2,21.9,34.2,13.5,42.5,4.9,0,259.2
01.01.2019 16:00,26.5,32.4,38.9,13.5,61.9,4.7,0,47.8
01.01.2019 17:00,23.4,32,25.6,12.2,57.1,4,0,14.3
01.01.2019 18:00,8.8,48.9,22.9,13.5,96.2,2.4,0,0
01.01.2019 19:00,1.7,62.9,25.5,14.8,164.4,1.1,0,0
01.01.2019 20:00,0.9,59.2,23,13.7,155,1.1,0,0
01.01.2019 21:00,0.9,48.9,23.3,14.1,111.6,1.6,0,0
01.01.2019 22:00,1,45.6,23.2,14.1,92.6,2.2,0,0
01.01.2019 23:00,1.2,44.2,22.9,14.3,78.8,2.6,0,0
02.01.2019 00:00,10.5,30,22.8,14.4,39.1,3.4,0,0
02.01.2019 01:00,40.6,8.3,14.2,10.1,9.3,4.1,0,0
02.01.2019 02:00,44.5,6.7,10.6,7.4,7.7,4.4,0,0
02.01.2019 03:00,45.9,6.4,8.9,6.3,7.2,4.1,0,0
02.01.2019 04:00,36.5,11.6,8.7,6.1,12.9,2.5,0,0
02.01.2019 05:00,17.9,27.2,9.7,6.7,34.2,1.1,0,0
02.01.2019 06:00,13.5,29.8,8.9,6.2,40.3,0.1,0,0
02.01.2019 07:00,5.2,41.6,8.8,5.8,76,-0.4,0,0
02.01.2019 08:00,1.4,51.9,9.5,6,115.6,-0.8,0,0
02.01.2019 09:00,1.5,60,9.6,5.7,174.3,-1.2,0,11
02.01.2019 10:00,4.6,68,10.8,5.8,218.5,-0.5,0,38.5
02.01.2019 11:00,5.7,69,9.6,5.8,210.4,1.1,0,42.2
02.01.2019 12:00,33.1,44.8,11.9,4.5,88.3,4.3,0,286.5
02.01.2019 13:00,49.2,27.4,28.6,5.5,50.7,6.3,0,368.2
02.01.2019 14:00,59.6,20,21.5,4,33.7,6,0,347.3
02.01.2019 15:00,64.1,16.6,12.7,3.1,26.6,5.5,0,274
02.01.2019 16:00,57.4,25.9,14.1,3.3,39.4,4.6,0,48.8
02.01.2019 17:00,53.3,36.1,21.9,4,55.6,4.7,0,27.7
02.01.2019 18:00,22.3,80.2,41,7.1,143.8,2.4,0,0
02.01.2019 19:00,9,88.8,29.4,6.4,153.3,1.4,0,0
02.01.2019 20:00,30.2,50.8,21.2,5.7,72.4,1.4,0,0
02.01.2019 21:00,39.4,37.1,13.4,4.7,48.3,1.1,0,0
02.01.2019 22:00,21.6,53.4,18.2,5.9,76.4,-0.2,0,0
02.01.2019 23:00,16,51.6,15.1,6.1,74.3,-1.5,0,0
03.01.2019 00:00,6.1,57.4,13.7,5.8,80.2,-2.5,0,0
03.01.2019 01:00,8.1,50.3,13.1,6.6,67.3,-3,0,0
03.01.2019 02:00,14.8,35.8,10.3,6.3,40.2,-3.5,0,0
03.01.2019 03:00,21.5,26.2,8.4,5.2,29.3,-3.6,0,0
03.01.2019 04:00,11.1,38.3,7.8,4.3,44.5,-3.9,0,0
03.01.2019 05:00,18,33.8,6.6,3.1,43,-4.4,0,0
03.01.2019 06:00,13.4,44.4,9.8,3.4,64.2,-4,0,0
03.01.2019 07:00,3.3,60.9,11.3,3.9,112.7,-4.4,0,0
03.01.2019 08:00,0.9,81.5,22.8,5.5,251.3,-4.8,0,0
03.01.2019 09:00,1.5,104.2,16.7,5.4,383,-4.7,0,8.5
03.01.2019 10:00,3.5,84.6,24.6,6.5,273.2,-4.3,0,27.3
03.01.2019 11:00,4.3,91.5,24.5,7,327.6,-4.1,0,40
03.01.2019 12:00,7.7,86.7,27.2,8.6,296.9,-1.9,0,287.5
03.01.2019 13:00,39.4,32.6,44.4,10.6,65,0.7,0,366.5
03.01.2019 14:00,48.3,31.4,39.7,8.5,60,1.5,0,346
03.01.2019 15:00,46.3,38,40.5,8.1,75.4,2,0,272
03.01.2019 16:00,35.4,49.1,40.9,9.4,97.2,1.2,0,48.5
03.01.2019 17:00,11.5,80.2,52.9,11.8,174.7,0.2,0,13.8
03.01.2019 18:00,4.6,91,80,16.6,230.9,-0.3,0,0
03.01.2019 19:00,3.2,79.1,42.4,10.4,157.1,-0.8,0,0
03.01.2019 20:00,2.6,79.5,35.4,10.3,165.9,-1.8,0,0
03.01.2019 21:00,2.9,68.1,28.6,11.2,117.2,-2.1,0,0
03.01.2019 22:00,2.2,64.9,24.1,10.6,126.8,-3.1,0,0
03.01.2019 23:00,1.8,63.9,21.9,10.4,138.6,-3.9,0,0
04.01.2019 00:00,2.8,54.8,23.7,13.5,80.4,-3.5,0,0
04.01.2019 01:00,3.1,51.9,22,13.4,76.7,-4.3,0,0
04.01.2019 02:00,2.7,46.6,18,11.1,62.1,-4.8,0,0
04.01.2019 03:00,3.4,45.2,18.1,10.6,56.7,-4.8,0,0
04.01.2019 04:00,2,44.4,16.6,10.3,57.7,-5.5,0,0
04.01.2019 05:00,1.5,43.9,15.9,9.7,70.6,-5.6,0,0
04.01.2019 06:00,3.1,42.6,15.3,9.5,74,-5.3,0,0
04.01.2019 07:00,0.9,51.8,16.8,9.8,117.1,-5.7,0,0
04.01.2019 08:00,1,57.8,17.7,9.9,153.1,-5.7,0,0
04.01.2019 09:00,1.6,67.5,19.2,10.1,228.8,-5.8,0,6.5
04.01.2019 10:00,3.1,74.2,21.3,10.7,279.2,-5.8,0,27.3
04.01.2019 11:00,4.6,73.7,23.6,11.3,258.3,-5.3,0,43.2
04.01.2019 12:00,9.5,66.5,27.2,11.5,218.3,-3.2,0,287.2
04.01.2019 13:00,25.2,47.7,68.7,16.7,113.8,-0.9,0,348.2
04.01.2019 14:00,38,36.1,45.4,12.8,74.2,0,0,330
04.01.2019 15:00,40.6,39.1,45.5,11.3,77.1,0.8,0,272.2
04.01.2019 16:00,35.4,52.6,53.9,12.6,106.7,1.2,0,54.7
04.01.2019 17:00,8.1,87.9,70.1,15.7,208.4,-0.1,0,19.3
04.01.2019 18:00,1.6,100.4,80.3,17.2,283.5,-1.2,0,0
04.01.2019 19:00,2.3,87.9,53.7,13.4,215.4,-1.5,0,0
04.01.2019 20:00,3,67.2,32.2,11.6,107.9,-1.4,0,0
04.01.2019 21:00,3.4,70,36,13.8,124.2,-1.8,0,0
04.01.2019 22:00,2.5,61.5,27.6,13.6,108.2,-3,0,0
04.01.2019 23:00,1.9,58.7,27.3,13.5,110.6,-3.4,0,0
05.01.2019 00:00,2,58.2,24.3,13.1,104.3,-3.5,0,0
05.01.2019 01:00,1.9,54.8,29.2,14.9,81.9,-3,0,0
05.01.2019 02:00,2.3,51.4,26.2,14,68.1,-3.1,0,0
05.01.2019 03:00,3.7,46.5,23.2,12,56.1,-3.9,0,0
05.01.2019 04:00,1.8,50.9,20.3,11.2,74.4,-4.5,0,0
05.01.2019 05:00,1,47.6,18.6,10.7,89.8,-5,0,0
05.01.2019 06:00,1.1,47.7,18,10.6,93.9,-5.4,0,0
05.01.2019 07:00,1.2,48.7,19.1,10.7,94.8,-5.3,0,0
05.01.2019 08:00,1.3,55.3,19.7,11.4,128.8,-5.4,0,0
05.01.2019 09:00,1.9,54.5,18.4,10.9,145.7,-5.6,0,10.8
05.01.2019 10:00,3.8,51.6,20,11.4,128.6,-3.8,0,57.2
05.01.2019 11:00,6.7,53.6,23.1,12.3,135.7,-1.9,0,83.3
05.01.2019 12:00,10.5,49.6,51.2,16.2,115.1,-1.8,0,124
05.01.2019 13:00,13.1,51.3,43.3,15.4,106.3,-0.8,0,143.3
05.01.2019 14:00,15.2,48.7,57.2,17,92.9,0.3,0,155.3
05.01.2019 15:00,10.6,69.5,71.1,18.7,151.7,1,0,78.3
05.01.2019 16:00,15.1,58.4,54,16.4,110.1,1.4,0,67.2
05.01.2019 17:00,5.7,64,53.5,17.6,125.9,1.1,0,22.7
05.01.2019 18:00,3.3,64.2,43.8,16.7,117.5,0.8,0,0.2
05.01.2019 19:00,3.4,59.9,35.5,16.2,88.6,0.8,0,0
05.01.2019 20:00,2.8,59.6,35.2,16.9,98.9,0.7,0,0
05.01.2019 21:00,2.1,61.6,33.3,16.8,109.2,0.6,0,0
05.01.2019 22:00,2.6,53.6,28.7,15.6,80.2,0.7,0,0
05.01.2019 23:00,3.1,51.6,28.2,15.5,83.4,0.6,0,0
06.01.2019 00:00,6.9,43.3,23.7,14.3,57.3,0.6,0,0
06.01.2019 01:00,3,47.6,20.9,13.7,66.8,0.4,0,0
06.01.2019 02:00,1.6,46.6,19.9,13.4,67.5,0.3,0,0
06.01.2019 03:00,1.8,42.7,20.5,13.2,57.6,0.4,0,0
06.01.2019 04:00,9.2,35.8,18.1,12.3,44.2,1.1,0,0
06.01.2019 05:00,11.3,32.1,16.1,10.8,36.6,1.3,0,0
06.01.2019 06:00,19.7,25.5,13.1,8.8,28,1.6,0,0
06.01.2019 07:00,12.9,32.6,12.3,8.1,39.7,0.8,0,0
06.01.2019 08:00,6.9,43,11.9,7.6,62,0.3,0,0
06.01.2019 09:00,9.8,45.2,8.6,5.5,71.3,0.3,0,10.2
06.01.2019 10:00,29.2,30,5.6,3.4,42.7,3,0,47.8
06.01.2019 11:00,40.7,20.3,11.1,3.3,33.5,4,0,85
06.01.2019 12:00,39.9,25.4,28.3,5.4,44.7,4.8,0,175
06.01.2019 13:00,41.6,24.6,21.5,4.6,44.1,5.2,0,194.8
06.01.2019 14:00,51.6,11.9,12.9,3.1,20,6.1,0,318.7
06.01.2019 15:00,50.9,12.3,8.4,2.4,19.1,6,0,278.5
06.01.2019 16:00,46.4,14.6,9.8,2.6,21.9,5.4,0,57.5
06.01.2019 17:00,47.1,13.9,6.7,2.5,18.4,4.5,0,13.5
06.01.2019 18:00,35.8,26.1,6.7,3,38.7,3.5,0,0
06.01.2019 19:00,22.1,41.7,11.9,4.5,65.9,2.9,0,0
06.01.2019 20:00,3.4,59.6,11.6,5.4,108.9,1.1,0,0
06.01.2019 21:00,5.7,47.9,9.6,5.5,79.8,0.4,0,0
06.01.2019 22:00,4.1,46,9.7,6.1,75.5,-0.4,0,0
06.01.2019 23:00,3.9,45,10,6.5,70.3,-0.7,0,0
07.01.2019 00:00,2.3,46.8,57.3,42.7,86,-1.5,0,0
07.01.2019 01:00,1.5,41.5,17.5,11.8,79.3,-1.6,0,0
07.01.2019 02:00,1,36,12.8,8.5,55.9,-0.9,0,0
07.01.2019 03:00,1.4,32.4,10.8,7.2,48.9,-0.4,0,0
07.01.2019 04:00,1.2,31.2,10.7,7,42.2,-0.2,0,0
07.01.2019 05:00,0.7,31.6,10.5,7.1,52.5,-0.2,0,0
07.01.2019 06:00,1,37.3,13.6,9,81.9,-0.2,0,0
07.01.2019 07:00,0.7,43,14,8.9,126.1,-0.1,0,0
07.01.2019 08:00,0.8,52,18.6,10.6,174.9,-0.2,0,0
07.01.2019 09:00,1.2,57.3,22.7,11.6,216.3,0.1,0,7.7
07.01.2019 10:00,1.7,65.7,19.2,10.4,274.4,0.8,0,61.3
07.01.2019 11:00,4,58.1,24.2,12.2,208.9,0.9,0,77
07.01.2019 12:00,10.5,48.3,27.7,12.2,147.2,2.4,0,321.8
07.01.2019 13:00,27.7,27.7,35.8,11.4,65,3.4,0,369
07.01.2019 14:00,38.2,28,28.2,8.9,60.3,4.2,0,350.7
07.01.2019 15:00,44,27.5,23.4,6.5,50.3,4.3,0,279.5
07.01.2019 16:00,33.7,37.9,28.4,7.7,73,3.8,0,63.7
07.01.2019 17:00,14.2,60.9,39.5,10.5,126.6,2.7,0,16.3
07.01.2019 18:00,6.6,66.2,35,11,156.7,1.4,0,0.2
07.01.2019 19:00,2.5,76.6,27.8,11.3,209.3,-0.2,0,0
07.01.2019 20:00,2,66,24.1,12.9,159.9,-0.8,0,0
07.01.2019 21:00,1.3,58.7,17.2,9.5,132.8,-1.3,0,0
07.01.2019 22:00,2.1,48.8,17.3,9.6,89.9,-1.4,0,0
07.01.2019 23:00,3.6,44.5,16,10,73.6,-0.9,0,0
08.01.2019 00:00,5.6,37.9,16.4,10.3,50.5,-0.1,0,0
08.01.2019 01:00,3.7,36.6,16.7,10.6,44.3,-0.1,0,0
08.01.2019 02:00,5.4,34,16.2,10.3,38.8,0,0,0
08.01.2019 03:00,6.4,32.2,16.7,10.5,40.5,0.1,0,0
08.01.2019 04:00,2.7,32.8,16.4,10.8,39.6,-0.1,0,0
08.01.2019 05:00,2,34.2,18.7,12.1,43.9,0,0,0
08.01.2019 06:00,4.5,36.3,20.1,13.3,56.9,0.2,0,0
08.01.2019 07:00,3.6,41,20.2,13.4,75.2,0.3,0,0
08.01.2019 08:00,1.6,56,22,13.8,134.9,0.5,0,0
08.01.2019 09:00,1.3,62.4,24.8,14.9,185.7,0.6,0,2.5
08.01.2019 10:00,3.7,52.5,23.5,14.5,132.4,0.8,0,19.5
08.01.2019 11:00,10.1,46.5,20.3,13.2,97.4,1.6,0,37
08.01.2019 12:00,9.8,45,18.8,12.4,89.3,2,0,45.7
08.01.2019 13:00,16.6,40.3,17.4,11.1,76.3,3,0,105.8
08.01.2019 14:00,20.4,39.3,15.9,10.3,73,3.9,0,102
08.01.2019 15:00,25.1,37.4,15.6,8.3,69,4.6,0,92.2
08.01.2019 16:00,31.9,25.8,15.6,8.1,36.8,4.3,0,29.3
08.01.2019 17:00,28.6,29.2,14.5,8.8,43.6,3.9,0,4.5
08.01.2019 18:00,23.2,38.9,10.7,6.4,64.7,3.9,0,0
08.01.2019 19:00,24.9,32.8,8.6,5.6,48.4,3.8,0,0
08.01.2019 20:00,29,30.4,7.7,4.8,41.3,4,0,0
08.01.2019 21:00,38.3,21.3,8.5,5.4,27.9,3.9,0,0
08.01.2019 22:00,40,18,9.2,6.2,22.6,4,0,0
08.01.2019 23:00,49.5,10.6,8.4,5.5,10.9,3.4,0,0
09.01.2019 00:00,53.4,11.2,7.9,4.5,12.2,4,0,0
09.01.2019 01:00,57.7,7.8,4.9,3.7,8.8,3.9,0,0
09.01.2019 02:00,60.8,5.8,3,2.7,5.9,3.2,0,0
09.01.2019 03:00,60.7,6.3,3.1,2.8,7,3.2,0,0
09.01.2019 04:00,63.5,6.3,2.3,2.1,7.1,3.5,0,0
09.01.2019 05:00,67.1,6,1.7,1.4,6.9,3.1,0,0
09.01.2019 06:00,59.7,15.6,1.3,0.6,18.8,2.4,0,0
09.01.2019 07:00,60.8,14.9,1.8,1.5,21.5,2.2,0,0
09.01.2019 08:00,44.8,37.4,3.7,1.5,54.9,2.2,0,0
09.01.2019 09:00,38.8,43.7,4.1,1.5,58.2,1.4,0.3,1.2
09.01.2019 10:00,46.6,37.3,16.4,3.6,58.3,1.3,0,26.5
09.01.2019 11:00,56,25.1,6.7,2.2,34.7,0.6,0.2,50.2
09.01.2019 12:00,50.4,36.3,13.6,3.9,58.9,1,0,136
09.01.2019 13:00,,,10.4,3.2,,1.9,0,196.7
09.01.2019 14:00,,,2.7,1.4,,2.5,0,253.5
09.01.2019 15:00,56.8,28.1,2.1,1.1,43.6,1.8,0,80.3
09.01.2019 16:00,58.8,24.3,2.1,1,36.5,1.5,0,42
09.01.2019 17:00,50.6,32.5,2.9,1.2,46.6,1,0,17
09.01.2019 18:00,53.1,24.6,1.8,1.2,31.5,0.8,0,0
09.01.2019 19:00,49.9,26.9,1.9,1.5,35.3,0.7,0,0
09.01.2019 20:00,56.4,16.3,2.2,1.8,18.4,0.5,0,0
09.01.2019 21:00,58.8,14,2.1,1.8,16.3,0.8,0,0
09.01.2019 22:00,63.4,10.3,2.3,1.7,12.1,0.8,0,0
09.01.2019 23:00,65.7,7.6,2.2,1.8,8,0.4,0,0
10.01.2019 00:00,65.2,6.8,2.3,2.1,7.4,0,0,0
10.01.2019 01:00,61.5,7.7,3.2,2.5,8.2,-0.5,0,0
10.01.2019 02:00,53.6,10.8,3.1,2.4,12.6,-0.7,0,0
10.01.2019 03:00,41.9,17.8,2.8,2.2,20,-1.6,0,0
10.01.2019 04:00,29.7,29.2,3.2,2.5,33.6,-2.1,0,0
10.01.2019 05:00,23.6,32.8,2.8,2.2,39.2,-3.1,0,0
10.01.2019 06:00,12.3,45.5,3.1,2.2,62.7,-3.5,0,0
10.01.2019 07:00,1.7,67.4,3.6,2.5,131.4,-3.2,0,0
10.01.2019 08:00,1.4,87.8,5.8,2.9,242.2,-3.4,0,0
10.01.2019 09:00,2.2,87.7,6.4,3.2,264.3,-3.8,0,8.7
10.01.2019 10:00,5.9,79.6,12.5,3.8,214.7,-3.8,0,31.5
10.01.2019 11:00,9.4,75.8,12.4,4.8,207.7,-3.5,0,52.7
10.01.2019 12:00,13.9,72.5,17.4,6.9,213.5,-1.4,0,342.8
10.01.2019 13:00,45.3,32.4,43.4,8.2,66.2,0.5,0,371.5
10.01.2019 14:00,45.8,30.9,29.8,6.9,53.7,0.3,0,199.3
10.01.2019 15:00,46,25,20.7,6.3,41.2,0.4,0,182.7
10.01.2019 16:00,37.7,37.9,20.7,6.9,70.8,0.6,0,122.5
10.01.2019 17:00,19.9,68.1,42.8,10.4,156.9,0.6,0,39.7
10.01.2019 18:00,3.8,94.5,64.4,18.8,273.5,-0.4,0,0.7
10.01.2019 19:00,3.2,82.4,33.6,10.1,222.5,-1.7,0,0
10.01.2019 20:00,3.8,67.1,30.3,10.2,135.5,-2.4,0,0
10.01.2019 21:00,11.8,50.7,26.2,8.7,81.1,-1.6,0,0
10.01.2019 22:00,16.8,42.8,20.6,7.4,58.6,-1.3,0,0
10.01.2019 23:00,23.4,37.7,20.9,7.4,53.5,-1.2,0,0
11.01.2019 00:00,25.8,32.4,14.4,6.2,42.2,-1,0,0
11.01.2019 01:00,36.3,20.1,8.8,4.9,21.6,-1.4,0,0
11.01.2019 02:00,35.5,19.8,7.4,4.4,21.5,-1.8,0,0
11.01.2019 03:00,41.1,14.4,6.8,3.3,15.9,-2.5,0,0
11.01.2019 04:00,33.6,17.7,7.3,4.1,19.6,-3.7,0,0
11.01.2019 05:00,25.4,24,10.1,4.6,28.5,-4.1,0,0
11.01.2019 06:00,16.9,37.3,18.9,5.6,61.4,-4,0,0
11.01.2019 07:00,8.1,53.4,28.9,7.3,98.3,-4,0,0
11.01.2019 08:00,4.8,55.1,31.1,8.5,115.1,-3.7,0,0
11.01.2019 09:00,3.3,64.6,33.5,8.8,164.2,-3.6,0,21.2
11.01.2019 10:00,8.2,58.3,35.8,9.7,139.8,-3.2,0,60.3
11.01.2019 11:00,12,59.2,38.6,9.9,146.3,-3,0,76
11.01.2019 12:00,11.5,65.3,49.8,12,178.8,-2.8,0,116.5
11.01.2019 13:00,18.9,51.4,47.6,12.2,122.4,-2,0,232.8
11.01.2019 14:00,31.5,36.8,29.3,8.5,77.4,-0.5,0,364.5
11.01.2019 15:00,38.8,34.2,24.7,7.2,70.7,0,0,284.3
11.01.2019 16:00,31.7,48.2,29.9,8.1,96.7,0.4,0,134.2
11.01.2019 17:00,20.2,59.3,33.3,9.4,112.2,0.2,0,36.3
11.01.2019 18:00,10.3,75.4,43.5,13.2,164,-0.9,0,0.8
11.01.2019 19:00,7.7,65.9,38.6,14.8,124,-1.3,0,0
11.01.2019 20:00,2.7,68.2,33,12,121.9,-1.2,0,0
11.01.2019 21:00,2.6,64.1,30.8,12,102.8,-1.1,0,0
11.01.2019 22:00,2.2,60.8,23.4,11.6,94,-1.1,0,0
11.01.2019 23:00,3,62,24.5,12,104,-1.1,0,0
12.01.2019 00:00,3.5,53.9,21.9,12.5,76.1,-1.1,0,0
12.01.2019 01:00,3.8,48,24.5,12,62.3,-1.2,0,0
12.01.2019 02:00,5.4,48.3,24.7,11.1,54.9,-1.1,0,0
12.01.2019 03:00,7.3,46.7,22.6,10.2,57.8,-1.3,0,0
12.01.2019 04:00,12.2,39.5,16.8,8.5,45.1,-1.4,0,0
12.01.2019 05:00,13.1,37,14.7,8,42.4,-1.9,0,0
12.01.2019 06:00,4,45.2,16.4,8.9,74.7,-3.1,0,0
12.01.2019 07:00,2.1,46.2,15.5,8.5,86.3,-3.5,0,0
12.01.2019 08:00,3.2,50.5,18.9,8.5,104.8,-3.5,0,0
12.01.2019 09:00,1.8,60.1,28.4,9.3,142.1,-2.9,0,14.7
12.01.2019 10:00,5,54.5,27.2,9.4,131.2,-2.3,0,76.7
12.01.2019 11:00,13.4,47.2,34.8,10.8,106.5,-1.2,0,156.8
12.01.2019 12:00,23.9,40.5,47.9,12.7,90.1,0.3,0,341.2
12.01.2019 13:00,34.6,29.5,35.1,11.5,61.2,1.4,0,443.3
12.01.2019 14:00,36.5,29.2,30.3,10.8,55.4,2,0,372.2
12.01.2019 15:00,34.8,33.5,28.1,10.9,61.2,2.5,0,295.5
12.01.2019 16:00,33.4,38.8,32.3,11,69.5,2.3,0,88.2
12.01.2019 17:00,18.6,60.9,32.9,10.7,122.4,1.4,0,20.8
12.01.2019 18:00,12.1,52.9,31.5,12.7,75.5,-0.2,0,0.3
12.01.2019 19:00,3.4,65.3,38.4,14.7,115.5,-0.4,0,0
12.01.2019 20:00,1.6,67.4,31.6,13.5,121.1,-0.7,0,0
12.01.2019 21:00,2.7,57.5,26.5,13.8,92.5,-0.7,0,0
12.01.2019 22:00,2.5,59.1,25.4,13,96.3,0.2,0,0
12.01.2019 23:00,8.6,48.4,21.2,11,66.5,0.5,0,0
13.01.2019 00:00,2.8,51,19.8,11.7,65.7,-0.1,0.5,0
13.01.2019 01:00,4.3,48,15.3,11.1,58.2,-0.2,0.8,0
13.01.2019 02:00,4.8,46.5,18.6,12.8,61.7,0.1,0.3,0
13.01.2019 03:00,6.6,42,19,14.1,49.8,0.2,0.3,0
13.01.2019 04:00,6.4,40.5,19.5,14.8,47.8,0.5,0.4,0
13.01.2019 05:00,7,40.7,19.9,15,50.9,0.5,0.5,0
13.01.2019 06:00,20.1,26.7,14.9,10.7,32.4,0.7,1,0
13.01.2019 07:00,21.2,34.7,11.9,6.8,49.7,1.2,0.7,0
13.01.2019 08:00,24.8,34.1,9.3,4.1,48.7,1.4,1.2,0
13.01.2019 09:00,17.2,45.1,19.2,5.8,76.7,1.5,0.7,0.7
13.01.2019 10:00,18.3,41.7,24,7.6,70.1,1.7,0.7,13.2
13.01.2019 11:00,16.8,45.1,13.2,5.9,76.2,1.6,0.7,22.8
13.01.2019 12:00,10.2,60.8,16.1,8.5,123.9,1.7,1.2,37.5
13.01.2019 13:00,13.9,53.8,11.3,7.2,98.1,1.6,1.3,56.3
13.01.2019 14:00,18.3,47,8.7,6.1,81.9,1.5,1.6,40.7
13.01.2019 15:00,18.7,41.7,7.5,5.4,65.2,1.5,1.7,25.7
13.01.2019 16:00,8.7,58.3,8.5,6.1,106.1,1.7,0.9,13.7
13.01.2019 17:00,4.3,63.4,10.3,6.7,115.5,2.1,0.1,6.5
13.01.2019 18:00,1.8,63.2,10.8,6.8,107.8,1.9,0.9,0
13.01.2019 19:00,2.2,60.2,12.8,8.9,98.6,2,0.5,0
13.01.2019 20:00,7.2,50.4,11.5,8.7,74.7,2.3,2.1,0
13.01.2019 21:00,5.3,53.7,12.5,10.1,85.1,2.5,0.6,0
13.01.2019 22:00,15.3,38.1,14.1,11.2,49.3,2.9,0.2,0
13.01.2019 23:00,18.4,32.8,11.2,8.7,38.6,3.4,0,0
14.01.2019 00:00,31.4,23.4,6.2,4.7,26,3.9,1.4,0
14.01.2019 01:00,50.2,10,4.1,2.7,10.9,5,1.3,0
14.01.2019 02:00,60.4,5.4,1.6,0.8,6.1,5.5,0.1,0
14.01.2019 03:00,56.6,7.5,1,0.5,7.9,6.2,0,0
14.01.2019 04:00,48.2,13,1.1,0.5,13.7,5.7,0,0
14.01.2019 05:00,57,8.9,0.6,0.2,9.6,7.1,0,0
14.01.2019 06:00,59.9,9.8,2.6,0.7,13.6,6.8,0.2,0
14.01.2019 07:00,64.5,12.7,4.7,1.1,17.5,7.3,0,0
14.01.2019 08:00,48.2,37.7,10.1,2.1,62.3,6.9,0,0
14.01.2019 09:00,53.4,27.3,7.5,1.7,41,6.5,0.1,3.3
14.01.2019 10:00,52.5,27.9,4.8,1.1,43.6,6,0,46
14.01.2019 11:00,56.6,26.6,8.1,1.6,43.1,6.3,0,130.2
14.01.2019 12:00,65.1,12.4,2.1,0.8,15.1,6.5,0,161.3
14.01.2019 13:00,62.6,24.4,2.1,0.8,34.6,7,0,154.3
14.01.2019 14:00,72.6,8.9,2.1,0.9,10.3,7.3,0,164.5
14.01.2019 15:00,62.3,20.1,7.8,1.6,26.7,7,0,113.5
14.01.2019 16:00,69.2,9.6,3.9,1.2,10.7,6.3,0,63
14.01.2019 17:00,61.4,16.9,5.1,1.5,20.1,5.8,0,21.2
14.01.2019 18:00,59.7,20.5,7.1,1.5,24.8,6.1,0,0.2
14.01.2019 19:00,46,40,10,1.9,59.1,5.7,0,0
14.01.2019 20:00,59.6,20.6,4.8,1.5,27.7,5.8,0,0
14.01.2019 21:00,57,23.9,3.8,0.9,31,4.7,0,0
14.01.2019 22:00,55.8,17.8,3.8,1.2,21.9,4.2,0,0
14.01.2019 23:00,37.8,34.9,6.1,1.8,44.2,4,0,0
15.01.2019 00:00,66.5,5.7,3.1,1.6,6.7,4.4,0,0
15.01.2019 01:00,64.4,5.7,2.6,1.6,6.3,3.8,0,0
15.01.2019 02:00,55.6,10.7,3.1,1.9,12,2.5,0,0
15.01.2019 03:00,34.8,18,3.3,2,20.7,0.9,0,0
15.01.2019 04:00,26.1,23.3,3.2,1.8,26.6,-0.2,0,0
15.01.2019 05:00,14.3,32.5,3.5,1.8,41,-0.8,0,0
15.01.2019 06:00,2.6,49.1,3.8,1.9,103.1,-1.2,0,0
15.01.2019 07:00,0.9,66.7,5.7,2.2,179.5,-1.8,0,0
15.01.2019 08:00,0.9,85.9,9.8,3,299.9,-1.8,0,0
15.01.2019 09:00,1.3,110.2,10.6,3.8,439.5,-1.8,0,9.8
15.01.2019 10:00,2.5,119.5,18,5.1,536.6,-1.8,0,30.7
15.01.2019 11:00,4.5,99.8,24.3,6.7,426.1,-1.1,0,73
15.01.2019 12:00,16.4,66,28.9,5.3,178.1,2,0,365.2
15.01.2019 13:00,39.9,39,26,4.8,84.6,3.6,0,403
15.01.2019 14:00,46.1,37.2,20.4,3.6,75.3,4.7,0,385.8
15.01.2019 15:00,49.7,34.7,18.5,3.1,67.3,4.9,0,315.5
